zip,irs_estimated_population,,
77228,527,,
77229,368,,
77230,490,,
77231,821,,
77233,543,,
77234,540,,
77235,368,,
77236,485,,
77237,154,,
77238,603,,
77240,284,,
77241,214,,
77242,1204,,
77243,389,,
77244,418,,
77245,900,,
77246,0,,
77247,0,,
77248,274,,
77249,526,,
77250,0,,
77251,556,,
77252,334,,
77253,279,,
77254,428,,
77255,664,,
77256,262,,
77257,830,,
77258,435,,
77259,415,,
77260,0,,
77261,379,,
77262,224,,
77263,541,,
77265,258,,
77266,562,,
77267,1111,,
77268,754,,
77269,773,,
77270,653,,
77271,613,,
77272,1080,,
77273,207,,
77274,1024,,
77275,534,,
77276,0,,
77277,553,,
77278,0,,
77279,231,,
77280,407,,
77282,500,,
77284,867,,
77285,0,,
77286,0,,
77287,353,,
77288,386,,
77289,348,,
77290,407,,
77291,339,,
77292,806,,
77293,874,,
77294,0,,
77296,0,,
77297,0,,
77298,0,,
77299,0,,
77301,29530,,
77302,18540,,
77303,19420,,
77304,35110,,
77305,2438,,
77306,14200,,
77315,0,,
77316,31350,,
77318,16820,,
77320,20320,,
77325,783,,
77326,374,,
77327,34040,,
77328,16060,,
77331,6190,,
77332,119,,
77333,473,,
77334,561,,
77335,1850,,
77336,13500,,
77337,0,,
77338,38430,,
77339,38360,,
77340,19700,,
77341,97,,
77342,2755,,
77343,12,,
77344,0,,
77345,26610,,
77346,70480,,
77347,1578,,
77348,13,,
77349,12,,
77350,542,,
77351,25960,,
77353,1182,,
77354,40190,,
77355,28210,,
77356,30450,,
77357,29500,,
77358,4730,,
77359,700,,
77360,4790,,
77362,7200,,
77363,3670,,
77364,2080,,
77365,40920,,
77367,889,,
77368,372,,
77369,1053,,
77371,6830,,
77372,12530,,
77373,58950,,
77374,421,,
77375,59900,,
77376,296,,
77377,39990,,
77378,17760,,
77379,79320,,
77380,24610,,
77381,32670,,
77382,35610,,
77383,1302,,
77384,23650,,
77385,26880,,
77386,64680,,
77387,1164,,
77388,47420,,
77389,38920,,
77391,494,,
77393,609,,
77396,52790,,
77399,12956,,
77401,17010,,
77402,1570,,
77404,1811,,
77406,58390,,
77407,75470,,
77410,1063,,
77411,1018,,
77412,233,,
77413,224,,
77414,18900,,
77415,372,,
77417,2020,,
77418,9170,,
77419,1375,,
77420,2290,,
77422,11320,,
77423,16990,,
77426,2110,,
77428,58,,
77429,88930,,
77430,2250,,
77431,42,,
77432,455,,
77433,106790,,
77434,4030,,
77435,5210,,
77436,187,,
77437,16450,,
77440,141,,
77441,25860,,
77442,820,,
77443,277,,
77444,860,,
77445,12350,,
77446,1267,,
77447,21860,,
77448,757,,
77449,124400,,
77450,66510,,
77451,740,,
77452,222,,
77453,400,,
77454,228,,
77455,1890,,
77456,1236,,
77457,457,,
77458,353,,
77459,78960,,
77460,278,,
77461,11240,,
77463,330,,
77464,641,,
77465,6570,,
77466,893,,
77467,108,,
77468,200,,
77469,57740,,
77470,301,,
77471,39040,,
77473,490,,
77474,13200,,
77475,765,,
77476,1080,,
77477,30100,,
77478,22770,,
77479,89560,,
77480,6770,,
77481,232,,
77482,2330,,
77483,424,,
77484,12990,,
77485,3100,,
77486,7330,,
77487,925,,
77488,11970,,
77489,34150,,
77491,753,,
77492,838,,
77493,58050,,
77494,128670,,
77496,593,,
77497,1056,,
77498,47300,,
77501,875,,
77502,34100,,
77503,21430,,
77504,19910,,
77505,21610,,
77506,29200,,
77507,217,,
77508,968,,
77510,13280,,
77511,45230,,
77512,2663,,
77514,4930,,
77515,26990,,
77516,2547,,
77517,5790,,
77518,9030,,
77519,960,,
77520,33000,,
77521,57830,,
77522,3001,,
77523,27770,,
77530,30570,,
77531,14320,,
77532,31460,,
77533,972,,
77534,3090,,
77535,31130,,
77536,31070,,
77538,800,,
77539,41640,,
77541,13670,,
77542,694,,
77545,24810,,
77546,50490,,
77547,8870,,
77549,1058,,
77550,16860,,
77551,16240,,
77552,816,,
77553,1043,,
77554,7060,,
77555,173,,
77560,890,,
77561,1780,,
77562,10130,,
77563,8500,,
77564,1620,,
77565,6420,,
77566,28450,,
77568,19870,,
77571,34040,,
77572,1063,,
77573,87670,,
77574,1271,,
77575,12780,,
77577,1320,,
77578,25680,,
77580,2626,,
77581,44980,,
77582,677,,
77583,39710,,
77584,85870,,
77585,890,,
77586,21020,,
77587,14270,,
77588,1414,,
77590,25170,,
77591,13740,,
77592,1597,,
77597,840,,
77598,19510,,
77611,9220,,
77612,8190,,
77613,1513,,
77614,1360,,
77615,1400,,
77616,1090,,
77617,296,,
77619,14990,,
77622,1520,,
77623,335,,
77624,730,,
77625,8110,,
77626,1664,,
77627,20730,,
77629,726,,
77630,23260,,
77631,927,,
77632,19530,,
77639,716,,
77640,13170,,
77641,642,,
77642,31630,,
77643,333,,
77650,2435,,
77651,12240,,
77655,280,,
77656,14900,,
77657,20890,,
77659,4810,,
77660,1350,,
77661,686,,
77662,20930,,
77663,1284,,
77664,2770,,
77665,6630,,
77670,1595,,
77701,9600,,
77702,2260,,
77703,10560,,
77704,752,,
77705,22060,,
77706,24690,,
77707,14870,,
77708,10080,,
77709,0,,
77710,128,,
77713,12500,,
77720,891,,
77725,535,,
77726,1322,,
77801,9440,,
77802,20790,,
77803,26390,,
77805,2130,,
77806,1204,,
77807,11240,,
77808,14540,,
77830,2950,,
77831,2940,,
77833,23750,,
77834,1871,,
77835,2450,,
77836,10550,,
77837,1170,,
77838,119,,
77840,20030,,
77841,407,,
77842,1411,,
77843,107,,
77844,262,,
77845,58270,,
77850,24,,
77852,222,,
77853,990,,
77855,329,,
77856,4670,,
77857,850,,
77859,6240,,
77861,2790,,
77862,104,,
77863,507,,
77864,6920,,
77865,1510,,
77866,383,,
77867,139,,
77868,12630,,
77869,0,,
77870,274,,
77871,3520,,
77872,1930,,
77873,1300,,
77875,126,,
77876,384,,
77878,970,,
77879,4300,,
77880,1570,,
77881,341,,
77882,307,,
77901,33060,,
77902,1127,,
77903,2273,,
77904,26130,,
77905,13610,,
77950,212,,
77951,2348,,
77954,8900,,
77957,7720,,
77960,151,,
77961,112,,
77962,3410,,
77963,4940,,
77964,7420,,
77967,25,,
77968,3230,,
77969,126,,
77970,327,,
77971,810,,
77973,20,,
77974,460,,
77975,1670,,
77976,395,,
77977,671,,
77978,770,,
77979,14900,,
77982,916,,
77983,1760,,
77984,4270,,
77986,49,,
77987,213,,
77988,738,,
77989,115,,
77990,600,,
77991,537,,
77993,140,,
77994,320,,
77995,8510,,
78001,15,,
78002,7760,,
78003,9220,,
78004,490,,
78005,740,,
78006,40990,,
78007,120,,
78008,230,,
78009,9110,,
78010,3040,,
78011,1840,,
78012,420,,
78013,5320,,
78014,3820,,
78015,22040,,
78016,9730,,
78017,3430,,
78019,882,,
78021,116,,
78022,4370,,
78023,30040,,
78024,1340,,
78025,4680,,
78026,5630,,
78027,440,,
78028,34220,,
78029,2636,,
78039,1610,,
78040,36270,,
78041,44810,,
78042,1802,,
78043,38800,,
78044,2525,,
78045,66410,,
78046,68710,,
78049,0,,
78050,1172,,
78052,7870,,
78054,584,,
78055,1530,,
78056,2380,,
78057,1170,,
78058,1310,,
78059,5470,,
78060,49,,
78061,8040,,
78062,0,,
78063,8720,,
78064,14030,,
78065,10890,,
78066,720,,
78067,600,,
78069,5450,,
78070,20840,,
78071,2930,,
78072,600,,
78073,8910,,
78074,192,,
78075,132,,
78076,10970,,
78101,8940,,
78102,16250,,
78104,2511,,
78107,233,,
78108,44280,,
78109,51690,,
78111,0,,
78112,8910,,
78113,2250,,
78114,20610,,
78115,419,,
78116,290,,
78117,540,,
78118,3780,,
78119,4190,,
78121,15440,,
78122,390,,
78123,2180,,
78124,6820,,
78125,145,,
78130,83150,,
78131,1911,,
78132,39010,,
78133,19680,,
78135,0,,
78140,3190,,
78141,530,,
78142,230,,
78143,60,,
78144,22,,
78145,227,,
78146,675,,
78147,2094,,
78148,19490,,
78150,553,,
78151,1220,,
78152,4580,,
78154,39290,,
78155,45830,,
78156,1487,,
78159,830,,
78160,4030,,
78161,820,,
78162,373,,
78163,16150,,
78164,3310,,
78201,33660,,
78202,9060,,
78203,4710,,
78204,9370,,
78205,1260,,
78206,0,,
78207,36690,,
78208,3050,,
78209,34820,,
78210,27610,,
78211,26020,,
78212,20060,,
78213,34770,,
78214,18700,,
78215,2640,,
78216,32280,,
78217,27700,,
78218,31730,,
78219,13490,,
78220,16650,,
78221,33540,,
78222,22640,,
78223,48240,,
78224,19170,,
78225,10610,,
78226,5710,,
78227,39460,,
78228,48020,,
78229,24210,,
78230,35950,,
78231,8240,,
78232,31620,,
78233,43190,,
78234,4020,,
78235,1310,,
78236,2430,,
78237,31270,,
78238,21570,,
78239,26810,,
78240,45990,,
78241,0,,
78242,28890,,
78243,15,,
78244,33560,,
78245,89470,,
78246,462,,
78247,45680,,
78248,13190,,
78249,44900,,
78250,49110,,
78251,51370,,
78252,17720,,
78253,69790,,
78254,73660,,
78255,17120,,
78256,10670,,
78257,9990,,
78258,47610,,
78259,29110,,
78260,37310,,
78261,27160,,
78262,0,,
78263,4600,,
78264,12940,,
78265,992,,
78266,7910,,
78268,580,,
78269,912,,
78270,642,,
78275,0,,
78278,917,,
78279,424,,
78280,196,,
78283,801,,
78284,0,,
78285,0,,
78286,0,,
78287,0,,
78288,84,,
78289,0,,
78291,103,,
78292,47,,
78293,46,,
78294,14,,
78295,64,,
78296,67,,
78297,68,,
78298,29,,
78299,169,,
78330,910,,
78332,22090,,
78333,2906,,
78335,2158,,
78336,10060,,
78338,60,,
78339,1211,,
78340,300,,
78341,1670,,
78342,538,,
78343,3960,,
78344,340,,
78347,119,,
78349,340,,
78350,106,,
78351,883,,
78352,512,,
78353,300,,
78355,5610,,
78357,2940,,
78358,2354,,
78359,2165,,
78360,0,,
78361,4270,,
78362,9880,,
78363,22540,,
78364,1900,,
78368,7920,,
78369,330,,
78370,4600,,
78371,289,,
78372,5480,,
78373,3090,,
78374,18040,,
78375,2650,,
78376,220,,
78377,3080,,
78379,1470,,
78380,19380,,
78381,3080,,
78382,14840,,
78383,3440,,
78384,4760,,
78385,279,,
78387,8620,,
78389,1680,,
78390,4860,,
78391,280,,
78393,2030,,
78401,2070,,
78402,420,,
78403,1097,,
78404,11480,,
78405,10550,,
78406,860,,
78407,1280,,
78408,8600,,
78409,2230,,
78410,25610,,
78411,21490,,
78412,27830,,
78413,31790,,
78414,43230,,
78415,34090,,
78416,12010,,
78417,4120,,
78418,27390,,
78419,360,,
78426,703,,
78427,788,,
78460,646,,
78461,0,,
78463,597,,
78465,560,,
78466,985,,
78467,1009,,
78468,602,,
78469,803,,
78470,44,,
78471,58,,
78472,289,,
78473,94,,
78474,0,,
78475,41,,
78476,0,,
78477,0,,
78478,0,,
78480,800,,
78501,47950,,
78502,3983,,
78503,19900,,
78504,50860,,
78505,2475,,
78516,30150,,
78520,59920,,
78521,82010,,
78522,1093,,
78523,2151,,
78526,50910,,
78535,1516,,
78536,200,,
78537,44560,,
78538,11010,,
78539,31100,,
78540,5041,,
78541,38230,,
78542,69220,,
78543,8228,,
78545,674,,
78547,2899,,
78548,2881,,
78549,1006,,
78550,43300,,
78551,1370,,
78552,32850,,
78553,2081,,
78557,16060,,
78558,2904,,
78559,10780,,
78560,4580,,
78561,606,,
78562,2128,,
78563,510,,
78564,240,,
78565,1286,,
78566,20790,,
78567,1257,,
78568,588,,
78569,3540,,
78570,29570,,
78572,66740,,
78573,37610,,
78574,55640,,
78575,5100,,
78576,12270,,
78577,68680,,
78578,8800,,
78579,4374,,
78580,9600,,
78582,37650,,
78583,5400,,
78584,17720,,
78585,241,,
78586,44880,,
78588,280,,
78589,38620,,
78590,427,,
78591,260,,
78592,1580,,
78593,4920,,
78594,1978,,
78595,5690,,
78596,32560,,
78597,2180,,
78598,310,,
78599,4239,,
78602,30080,,
78604,70,,
78605,6150,,
78606,6040,,
78607,190,,
78608,610,,
78609,1710,,
78610,43790,,
78611,13540,,
78612,15730,,
78613,81490,,
78614,490,,
78615,1750,,
78616,10530,,
78617,25210,,
78618,310,,
78619,5870,,
78620,22250,,
78621,26550,,
78622,399,,
78623,1920,,
78624,22120,,
78626,38380,,
78627,1911,,
78628,43030,,
78629,11280,,
78630,1447,,
78631,2710,,
78632,840,,
78633,28060,,
78634,39190,,
78635,108,,
78636,3800,,
78638,2080,,
78639,7250,,
78640,63500,,
78641,88850,,
78642,23930,,
78643,5790,,
78644,18020,,
78645,14480,,
78646,1152,,
78648,7120,,
78650,1630,,
78651,60,,
78652,5710,,
78653,32100,,
78654,18000,,
78655,2640,,
78656,2350,,
78657,6280,,
78658,32,,
78659,3580,,
78660,106660,,
78661,447,,
78662,2530,,
78663,790,,
78664,53410,,
78665,58710,,
78666,56560,,
78667,1772,,
78669,11850,,
78670,333,,
78671,710,,
78672,760,,
78673,142,,
78674,427,,
78675,166,,
78676,13990,,
78677,50,,
78680,1062,,
78681,53710,,
78682,46,,
78683,665,,
78691,1220,,
78701,8370,,
78702,20720,,
78703,18050,,
78704,37100,,
78705,7140,,
78708,735,,
78709,807,,
78710,0,,
78711,401,,
78712,42,,
78713,293,,
78714,1176,,
78715,942,,
78716,914,,
78717,35280,,
78718,292,,
78719,1780,,
78720,1234,,
78721,9510,,
78722,5090,,
78723,27180,,
78724,26280,,
78725,10500,,
78726,13530,,
78727,25870,,
78728,21590,,
78729,25950,,
78730,8820,,
78731,24670,,
78732,17710,,
78733,9010,,
78734,21330,,
78735,17730,,
78736,8430,,
78737,22370,,
78738,30180,,
78739,21660,,
78741,32900,,
78742,700,,
78744,43520,,
78745,47910,,
78746,26850,,
78747,20710,,
78748,46680,,
78749,31420,,
78750,25910,,
78751,11410,,
78752,13790,,
78753,43320,,
78754,24820,,
78755,763,,
78756,7010,,
78757,20700,,
78758,36430,,
78759,36720,,
78760,955,,
78761,1066,,
78762,367,,
78763,647,,
78764,219,,
78765,501,,
78766,702,,
78767,702,,
78768,824,,
78769,0,,
78772,0,,
78773,23,,
78774,0,,
78778,0,,
78779,0,,
78780,0,,
78781,0,,
78783,0,,
78785,0,,
78786,0,,
78788,0,,
78789,0,,
78798,0,,
78799,0,,
78801,17850,,
78802,2989,,
78827,940,,
78828,210,,
78829,850,,
78830,520,,
78832,2670,,
78833,1210,,
78834,6620,,
78836,156,,
78837,318,,
78838,510,,
78839,6740,,
78840,44210,,
78841,2135,,
78842,1733,,
78843,397,,
78847,0,,
78850,1100,,
78851,50,,
78852,51080,,
78853,11336,,
78860,245,,
78861,10830,,
78870,800,,
78871,55,,
78872,1641,,
78873,1650,,
78877,830,,
78879,270,,
78880,1390,,
78881,1820,,
78883,290,,
78884,1070,,
78885,149,,
78886,500,,
78931,240,,
78932,820,,
78933,1400,,
78934,6320,,
78935,880,,
78938,320,,
78940,1820,,
78941,2900,,
78942,8600,,
78943,380,,
78944,650,,
78945,9650,,
78946,1030,,
78947,4410,,
78948,770,,
78949,450,,
78950,1850,,
78951,42,,
78952,182,,
78953,1090,,
78954,1040,,
78956,4760,,
78957,8700,,
78959,1820,,
78960,161,,
78961,0,,
78962,4400,,
78963,880,,
79001,250,,
79002,40,,
79003,157,,
79005,1340,,
79007,11400,,
79008,1164,,
79009,1850,,
79010,410,,
79011,200,,
79012,750,,
79013,2790,,
79014,3330,,
79015,18900,,
79016,165,,
79018,370,,
79019,1640,,
79021,196,,
79022,8920,,
79024,320,,
79025,97,,
79027,3960,,
79029,14960,,
79031,980,,
79032,184,,
79033,106,,
79034,540,,
79035,4420,,
79036,4160,,
79039,670,,
79040,1540,,
79041,2490,,
79042,990,,
79043,1080,,
79044,860,,
79045,16620,,
79046,330,,
79051,51,,
79052,960,,
79053,220,,
79054,604,,
79056,49,,
79057,870,,
79058,21,,
79059,650,,
79061,310,,
79062,230,,
79063,760,,
79064,2150,,
79065,16000,,
79066,1048,,
79068,2780,,
79070,8890,,
79072,20080,,
79073,1362,,
79077,0,,
79078,361,,
79079,2050,,
79080,430,,
79081,3230,,
79082,260,,
79083,2040,,
79084,2150,,
79085,61,,
79086,1880,,
79087,610,,
79088,4220,,
79091,147,,
79092,1160,,
79093,69,,
79094,67,,
79095,2070,,
79096,1740,,
79097,1010,,
79098,400,,
79101,1630,,
79102,7530,,
79103,9340,,
79104,5840,,
79105,1174,,
79106,21970,,
79107,26590,,
79108,10720,,
79109,37020,,
79110,16170,,
79111,1220,,
79114,2014,,
79116,698,,
79117,683,,
79118,24960,,
79119,20730,,
79120,1760,,
79121,5800,,
79124,10420,,
79159,1049,,
79166,0,,
79168,0,,
79172,0,,
79174,0,,
79178,0,,
79185,0,,
79187,0,,
79189,0,,
79201,4760,,
79220,121,,
79221,0,,
79223,18,,
79225,760,,
79226,2270,,
79227,920,,
79229,270,,
79230,162,,
79231,51,,
79233,154,,
79234,71,,
79235,2960,,
79236,236,,
79237,360,,
79239,167,,
79240,67,,
79241,1930,,
79243,79,,
79244,570,,
79245,1770,,
79247,47,,
79248,1130,,
79250,1220,,
79251,59,,
79252,2390,,
79255,370,,
79256,230,,
79257,830,,
79258,71,,
79259,46,,
79261,360,,
79311,2960,,
79312,730,,
79313,1250,,
79314,64,,
79316,8550,,
79320,0,,
79322,1510,,
79323,6640,,
79324,54,,
79325,1910,,
79326,39,,
79329,3140,,
79330,48,,
79331,9180,,
79336,13970,,
79338,197,,
79339,5760,,
79342,370,,
79343,1170,,
79344,30,,
79345,810,,
79346,1820,,
79347,5770,,
79350,720,,
79351,1060,,
79353,29,,
79355,1790,,
79356,3760,,
79357,1800,,
79358,1310,,
79359,2700,,
79360,17010,,
79363,6190,,
79364,6780,,
79366,1110,,
79367,720,,
79369,134,,
79370,1190,,
79371,1280,,
79372,1420,,
79373,2780,,
79376,119,,
79377,270,,
79378,252,,
79379,560,,
79380,184,,
79381,1440,,
79382,8610,,
79383,371,,
79401,2980,,
79402,0,,
79403,13200,,
79404,7780,,
79405,16,,
79406,122,,
79407,19090,,
79408,1458,,
79409,131,,
79410,5660,,
79411,5120,,
79412,11760,,
79413,17580,,
79414,13600,,
79415,12240,,
79416,27870,,
79423,40350,,
79424,49470,,
79430,0,,
79452,671,,
79453,455,,
79457,0,,
79464,942,,
79490,481,,
79491,0,,
79493,1078,,
79499,311,,
79501,3080,,
79502,970,,
79503,177,,
79504,2590,,
79505,220,,
79506,550,,
79508,1310,,
79510,7360,,
79511,1360,,
79512,4790,,
79516,15,,
79517,182,,
79518,111,,
79519,60,,
79520,1860,,
79521,2650,,
79525,2990,,
79526,870,,
79527,430,,
79528,500,,
79529,1070,,
79530,530,,
79532,700,,
79533,450,,
79534,160,,
79535,142,,
79536,4470,,
79537,83,,
79538,250,,
79539,128,,
79540,109,,
79541,940,,
79543,950,,
79544,330,,
79545,1710,,
79546,1440,,
79547,560,,
79548,164,,
79549,11890,,
79550,1065,,
79553,2690,,
79556,10510,,
79560,117,,
79561,600,,
79562,5700,,
79563,1030,,
79565,340,,
79566,260,,
79567,2750,,
79601,14900,,
79602,22510,,
79603,19730,,
79604,1418,,
79605,25150,,
79606,24770,,
79607,2320,,
79608,1270,,
79697,40,,
79698,67,,
79699,232,,
79701,26270,,
79702,2858,,
79703,19240,,
79704,751,,
79705,41490,,
79706,28780,,
79707,32730,,
79708,1173,,
79710,865,,
79711,359,,
79712,696,,
79713,620,,
79714,16960,,
79718,550,,
79719,299,,
79720,23630,,
79721,1787,,
79730,218,,
79731,4210,,
79733,256,,
79734,1650,,
79735,10440,,
79738,310,,
79739,1090,,
79740,0,,
79741,400,,
79742,448,,
79743,251,,
79744,1404,,
79745,5740,,
79748,249,,
79749,290,,
79752,2040,,
79754,49,,
79755,249,,
79756,9310,,
79758,3000,,
79759,0,,
79760,1803,,
79761,25660,,
79762,34170,,
79763,34990,,
79764,23250,,
79765,21830,,
79766,9230,,
79768,1423,,
79769,828,,
79770,38,,
79772,10100,,
79776,21,,
79777,172,,
79778,803,,
79780,168,,
79781,346,,
79782,4370,,
79783,196,,
79785,58,,
79786,29,,
79788,402,,
79789,878,,
79821,4990,,
79830,4810,,
79831,1976,,
79832,94,,
79834,208,,
79835,11380,,
79836,7070,,
79837,604,,
79838,8957,,
79839,1520,,
79842,438,,
79843,2080,,
79845,6937,,
79846,77,,
79847,105,,
79848,729,,
79849,12950,,
79851,521,,
79852,720,,
79853,3267,,
79854,136,,
79855,2344,,
79901,9580,,
79902,15490,,
79903,14010,,
79904,26780,,
79905,19960,,
79906,5590,,
79907,45550,,
79908,3780,,
79910,795,,
79911,8570,,
79912,70050,,
79913,1514,,
79914,387,,
79915,30080,,
79916,1576,,
79917,827,,
79918,89,,
79920,77,,
79922,7380,,
79923,367,,
79924,52760,,
79925,33090,,
79926,423,,
79927,39000,,
79928,80380,,
79929,381,,
79930,20750,,
79931,241,,
79932,28710,,
79934,26600,,
79935,14830,,
79936,97430,,
79937,491,,
79938,88780,,
79940,38,,
79941,76,,
79942,80,,
79943,141,,
79944,93,,
79945,72,,
79946,54,,
79947,110,,
79948,91,,
79949,55,,
79950,89,,
79951,116,,
79952,82,,
79953,120,,
79954,52,,
79955,99,,
79958,0,,
79960,0,,
79961,0,,
79968,262,,
79976,0,,
79978,0,,
79980,0,,
79990,0,,
79995,851,,
79996,713,,
79997,572,,
79998,0,,
79999,0,,
80001,819,,
80002,17100,,
80003,31040,,
80004,32290,,
80005,26920,,
80006,741,,
80007,17930,,
80010,33560,,
80011,46780,,
80012,43100,,
80013,67870,,
80014,35400,,
80015,67680,,
80016,64700,,
80017,33220,,
80018,18150,,
80019,5200,,
80020,46890,,
80021,31500,,
80022,54910,,
80023,26030,,
80024,425,,
80025,210,,
80026,29730,,
80027,31740,,
80028,0,,
80030,12880,,
80031,33400,,
80033,21830,,
80034,543,,
80035,603,,
80036,346,,
80037,638,,
80038,636,,
80040,517,,
80041,569,,
80042,479,,
80044,692,,
80045,650,,
80046,706,,
80047,1458,,
80101,340,,
80102,6810,,
80103,2490,,
80104,34850,,
80105,1740,,
80106,4450,,
80107,14120,,
80108,33260,,
80109,25900,,
80110,19630,,
80111,30760,,
80112,32300,,
80113,18660,,
80116,4780,,
80117,2670,,
80118,5930,,
80120,25250,,
80121,16950,,
80122,30780,,
80123,42140,,
80124,20990,,
80125,13690,,
80126,42770,,
80127,43180,,
80128,33920,,
80129,28970,,
80130,25980,,
80131,227,,
80132,28450,,
80133,2580,,
80134,75770,,
80135,3650,,
80136,6180,,
80137,1210,,
80138,32450,,
80150,468,,
80151,395,,
80155,655,,
80160,457,,
80161,403,,
80162,502,,
80163,549,,
80165,0,,
80166,0,,
80201,1331,,
80202,13850,,
80203,16080,,
80204,27260,,
80205,27800,,
80206,21600,,
80207,19270,,
80208,36,,
80209,22460,,
80210,30450,,
80211,31420,,
80212,16970,,
80214,20600,,
80215,17530,,
80216,13260,,
80217,453,,
80218,14480,,
80219,54530,,
80220,32260,,
80221,36280,,
80222,18690,,
80223,16580,,
80224,15970,,
80225,0,,
80226,27700,,
80227,31470,,
80228,31740,,
80229,48260,,
80230,8870,,
80231,28960,,
80232,19740,,
80233,42530,,
80234,25600,,
80235,7060,,
80236,13900,,
80237,19920,,
80238,27080,,
80239,42510,,
80241,29420,,
80243,0,,
80244,0,,
80246,10730,,
80247,23180,,
80248,53,,
80249,35660,,
80250,517,,
80251,0,,
80252,0,,
80256,0,,
80257,0,,
80259,0,,
80260,31170,,
80261,16,,
80262,0,,
80263,0,,
80264,0,,
80265,19,,
80266,0,,
80271,0,,
80273,0,,
80274,45,,
80279,85,,
80280,0,,
80281,0,,
80290,0,,
80291,0,,
80293,0,,
80294,0,,
80295,0,,
80299,0,,
80301,22380,,
80302,13800,,
80303,16900,,
80304,23450,,
80305,14210,,
80306,1775,,
80307,310,,
80308,1170,,
80309,47,,
80310,104,,
80314,0,,
80321,0,,
80322,0,,
80323,0,,
80328,0,,
80329,0,,
80401,33970,,
80402,1159,,
80403,19530,,
80419,0,,
80420,499,,
80421,7190,,
80422,3320,,
80423,99,,
80424,9130,,
80425,236,,
80426,64,,
80427,719,,
80428,750,,
80429,0,,
80430,92,,
80432,199,,
80433,8200,,
80434,67,,
80435,7960,,
80436,461,,
80437,2443,,
80438,410,,
80439,22310,,
80440,2130,,
80442,1965,,
80443,4145,,
80444,1006,,
80446,3670,,
80447,1540,,
80448,81,,
80449,950,,
80451,529,,
80452,2730,,
80453,291,,
80454,1329,,
80455,420,,
80456,410,,
80457,810,,
80459,2100,,
80461,6130,,
80463,108,,
80465,15030,,
80466,3250,,
80467,1860,,
80468,220,,
80469,272,,
80470,3310,,
80471,215,,
80473,43,,
80474,440,,
80475,197,,
80476,142,,
80477,7575,,
80478,615,,
80479,21,,
80480,910,,
80481,460,,
80482,1854,,
80483,514,,
80487,10020,,
80488,3045,,
80497,905,,
80498,5260,,
80501,37420,,
80502,1663,,
80503,31870,,
80504,57140,,
80510,370,,
80511,178,,
80512,1790,,
80513,17200,,
80514,5990,,
80515,600,,
80516,35060,,
80517,8780,,
80520,1822,,
80521,19520,,
80522,1148,,
80523,89,,
80524,33090,,
80525,47920,,
80526,38530,,
80527,1308,,
80528,22200,,
80530,5680,,
80532,284,,
80533,283,,
80534,17560,,
80535,2490,,
80536,1780,,
80537,38470,,
80538,44890,,
80539,952,,
80540,4460,,
80541,441,,
80542,5440,,
80543,8470,,
80544,610,,
80545,790,,
80546,463,,
80547,8200,,
80549,13010,,
80550,42500,,
80551,0,,
80553,0,,
80601,38090,,
80602,43230,,
80603,15330,,
80610,3430,,
80611,740,,
80612,630,,
80614,609,,
80615,9010,,
80620,18900,,
80621,13280,,
80622,330,,
80623,1197,,
80624,940,,
80631,39710,,
80632,1249,,
80633,670,,
80634,59830,,
80638,0,,
80639,7,,
80640,12810,,
80642,4160,,
80643,3950,,
80644,3000,,
80645,4110,,
80646,237,,
80648,1390,,
80649,340,,
80650,1800,,
80651,4710,,
80652,570,,
80653,710,,
80654,3470,,
80701,15030,,
80705,970,,
80720,2230,,
80721,176,,
80722,350,,
80723,6030,,
80726,340,,
80727,390,,
80728,810,,
80729,330,,
80731,1340,,
80732,63,,
80733,510,,
80734,2910,,
80735,410,,
80736,580,,
80737,1240,,
80740,99,,
80741,860,,
80742,240,,
80743,970,,
80744,390,,
80745,127,,
80746,46,,
80747,430,,
80749,260,,
80750,370,,
80751,12910,,
80754,128,,
80755,151,,
80757,185,,
80758,3340,,
80759,4080,,
80801,167,,
80802,230,,
80804,260,,
80805,340,,
80807,3780,,
80808,6010,,
80809,1350,,
80810,900,,
80812,210,,
80813,1780,,
80814,3740,,
80815,790,,
80816,5110,,
80817,28480,,
80818,290,,
80819,809,,
80820,600,,
80821,950,,
80822,210,,
80823,179,,
80824,200,,
80825,390,,
80826,0,,
80827,700,,
80828,2310,,
80829,4690,,
80830,210,,
80831,33430,,
80832,680,,
80833,650,,
80834,250,,
80835,800,,
80836,1030,,
80840,2320,,
80841,2019,,
80860,465,,
80861,230,,
80862,39,,
80863,11050,,
80864,1280,,
80866,2417,,
80901,1000,,
80902,9680,,
80903,10460,,
80904,17030,,
80905,14380,,
80906,33500,,
80907,22830,,
80908,23800,,
80909,28910,,
80910,25410,,
80911,30910,,
80912,0,,
80913,9119,,
80914,340,,
80915,20300,,
80916,34470,,
80917,25970,,
80918,41970,,
80919,27160,,
80920,36740,,
80921,25470,,
80922,27350,,
80923,28670,,
80924,17020,,
80925,16320,,
80926,1470,,
80927,8580,,
80928,1000,,
80929,350,,
80930,1590,,
80931,425,,
80932,509,,
80933,467,,
80934,387,,
80935,1747,,
80936,804,,
80937,352,,
80938,1070,,
80939,0,,
80940,0,,
80941,0,,
80942,0,,
80943,0,,
80944,0,,
80945,0,,
80946,38,,
80947,0,,
80949,604,,
80950,0,,
80951,4090,,
80960,503,,
80962,802,,
80970,797,,
