Rndrng_Prvdr_City,Rndrng_Prvdr_State_Abrvtn,zip,derm_provider_count,irs_estimated_population,derm_to_pop_ratio,derm_to_pop_percent
West Lawn,PA,19609.0,1,10080.0,9.92063492063492e-05,0.00992063492063492
Wyomissing,PA,19610.0,4,14980.0,0.000267022696929239,0.0267022696929239
Hockessin,DE,19707.0,1,16490.0,6.0642813826561554e-05,0.006064281382656155
Newark,DE,19713.0,8,28130.0,0.00028439388553146107,0.028439388553146108
Wilmington,DE,19806.0,1,7700.0,0.00012987012987012987,0.012987012987012988
Wilmington,DE,19810.0,3,23580.0,0.0001272264631043257,0.01272264631043257
Dover,DE,19904.0,1,32060.0,3.1191515907673116e-05,0.0031191515907673115
Lewes,DE,19958.0,3,27970.0,0.00010725777618877369,0.010725777618877368
Selbyville,DE,19975.0,1,9790.0,0.00010214504596527068,0.010214504596527068
Washington,DC,20002.0,2,53730.0,3.722315280104225e-05,0.0037223152801042253
Washington,DC,20003.0,2,29800.0,6.711409395973154e-05,0.006711409395973153
Washington,DC,20005.0,1,8310.0,0.00012033694344163658,0.012033694344163657
Washington,DC,20006.0,4,510.0,0.00784313725490196,0.7843137254901961
Washington,DC,20007.0,3,17990.0,0.00016675931072818233,0.016675931072818232
Washington,DC,20010.0,6,26100.0,0.00022988505747126436,0.022988505747126436
Washington,DC,20016.0,6,23860.0,0.0002514668901927913,0.025146689019279127
Washington,DC,20036.0,5,3810.0,0.0013123359580052493,0.13123359580052493
Washington,DC,20037.0,14,5840.0,0.002397260273972603,0.2397260273972603
Washington,DC,20060.0,4,0.0,inf,inf
Aldie,VA,20105.0,2,36450.0,5.486968449931413e-05,0.0054869684499314125
Manassas,VA,20109.0,1,40680.0,2.4582104228121928e-05,0.002458210422812193
Centreville,VA,20121.0,4,26640.0,0.00015015015015015014,0.015015015015015015
Ashburn,VA,20147.0,2,64450.0,3.103180760279286e-05,0.0031031807602792862
Chantilly,VA,20151.0,1,22740.0,4.397537379067722e-05,0.0043975373790677225
Chantilly,VA,20152.0,1,37150.0,2.6917900403768505e-05,0.0026917900403768506
Gainesville,VA,20155.0,3,36490.0,8.22143052891203e-05,0.00822143052891203
Sterling,VA,20165.0,1,32540.0,3.073140749846343e-05,0.003073140749846343
Sterling,VA,20166.0,1,14250.0,7.017543859649122e-05,0.007017543859649122
Herndon,VA,20170.0,1,41760.0,2.3946360153256706e-05,0.0023946360153256708
Lansdowne,VA,20176.0,2,49840.0,4.012841091492777e-05,0.0040128410914927765
Leesburg,VA,20176.0,4,49840.0,8.025682182985554e-05,0.008025682182985553
Warrenton,VA,20186.0,2,13740.0,0.0001455604075691412,0.014556040756914121
Reston,VA,20190.0,2,18100.0,0.00011049723756906077,0.011049723756906077
Reston,VA,20191.0,1,28110.0,3.5574528637495556e-05,0.0035574528637495554
Washington,DC,20307.0,4,76.0,0.05263157894736842,5.263157894736842
Washington,DC,20422.0,1,0.0,inf,inf
California,MD,20619.0,1,13840.0,7.225433526011561e-05,0.007225433526011561
Charlotte Hall,MD,20622.0,1,4610.0,0.00021691973969631235,0.021691973969631236
Huntingtown,MD,20639.0,1,15550.0,6.430868167202572e-05,0.006430868167202572
Leonardtown,MD,20650.0,1,14230.0,7.02740688685875e-05,0.0070274068868587496
Lexington Park,MD,20653.0,1,21360.0,4.6816479400749066e-05,0.0046816479400749065
Prince Frederick,MD,20678.0,3,12340.0,0.00024311183144246353,0.02431118314424635
White Plains,MD,20695.0,1,13180.0,7.587253414264036e-05,0.007587253414264037
Laurel,MD,20707.0,1,34240.0,2.9205607476635515e-05,0.0029205607476635517
Laurel,MD,20708.0,1,24120.0,4.145936981757877e-05,0.0041459369817578775
Bowie,MD,20716.0,2,19690.0,0.00010157440325038091,0.01015744032503809
Clinton,MD,20735.0,2,35710.0,5.600672080649678e-05,0.005600672080649678
Fort Washington,MD,20744.0,3,48660.0,6.165228113440197e-05,0.006165228113440197
Oxon Hill,MD,20745.0,1,26550.0,3.766478342749529e-05,0.003766478342749529
Glenn Dale,MD,20769.0,1,7130.0,0.00014025245441795232,0.014025245441795233
Greenbelt,MD,20770.0,1,23020.0,4.3440486533449174e-05,0.004344048653344918
Largo,MD,20774.0,3,48230.0,6.220194899440183e-05,0.006220194899440183
Bethesda,MD,20814.0,5,27170.0,0.0001840264998159735,0.01840264998159735
Chevy Chase,MD,20815.0,15,26670.0,0.0005624296962879641,0.05624296962879641
Bethesda,MD,20817.0,8,35090.0,0.0002279851809632374,0.022798518096323737
Rockville,MD,20850.0,10,45270.0,0.0002208968411751712,0.02208968411751712
N Bethesda,MD,20852.0,1,40540.0,2.46669955599408e-05,0.00246669955599408
North Bethesda,MD,20852.0,1,40540.0,2.46669955599408e-05,0.00246669955599408
Rockville,MD,20852.0,6,40540.0,0.0001480019733596448,0.01480019733596448
Potomac,MD,20854.0,1,48420.0,2.0652622883106156e-05,0.0020652622883106154
Rockville,MD,20854.0,2,48420.0,4.130524576621231e-05,0.004130524576621231
Damascus,MD,20872.0,1,13530.0,7.390983000739098e-05,0.007390983000739098
Germantown,MD,20874.0,1,58720.0,1.7029972752043597e-05,0.0017029972752043597
Gaithersburg,MD,20879.0,4,25080.0,0.0001594896331738437,0.01594896331738437
Montgomery Village,MD,20886.0,2,33200.0,6.0240963855421684e-05,0.006024096385542168
Bethesda,MD,20889.0,8,273.0,0.029304029304029304,2.93040293040293
Bethesda,MD,20892.0,1,0.0,inf,inf
Silver Spring,MD,20901.0,1,35240.0,2.837684449489217e-05,0.0028376844494892167
Silver Spring,MD,20902.0,5,49260.0,0.00010150223304912708,0.010150223304912708
Silver Spring,MD,20903.0,1,22590.0,4.4267374944665784e-05,0.004426737494466579
Silver Spring,MD,20906.0,1,67800.0,1.4749262536873157e-05,0.0014749262536873156
Silver Spring,MD,20910.0,1,38200.0,2.6178010471204188e-05,0.0026178010471204186
Takoma Park,MD,20912.0,1,22810.0,4.3840420868040336e-05,0.004384042086804034
Silver Spring,MD,20993.0,1,0.0,inf,inf
Abingdon,MD,21009.0,1,29240.0,3.419972640218878e-05,0.003419972640218878
Bel Air,MD,21014.0,2,35890.0,5.572582892170521e-05,0.005572582892170521
Cockeysville,MD,21030.0,1,23970.0,4.171881518564873e-05,0.004171881518564873
Hunt Valley,MD,21030.0,5,23970.0,0.00020859407592824363,0.020859407592824362
Ellicott City,MD,21042.0,2,42830.0,4.669624095260332e-05,0.0046696240952603316
Ellicott City,MD,21043.0,1,46230.0,2.163097555699762e-05,0.002163097555699762
Columbia,MD,21044.0,4,40350.0,9.913258983890954e-05,0.009913258983890954
Columbia,MD,21045.0,3,36680.0,8.178844056706652e-05,0.008178844056706653
Glen Burnie,MD,21061.0,4,49300.0,8.113590263691683e-05,0.008113590263691683
Elkridge,MD,21075.0,1,33530.0,2.9824038174768865e-05,0.0029824038174768863
Havre De Grace,MD,21078.0,2,17970.0,0.00011129660545353366,0.011129660545353366
Lutherville,MD,21093.0,9,36360.0,0.00024752475247524753,0.024752475247524754
Timonium,MD,21093.0,1,36360.0,2.7502750275027502e-05,0.00275027502750275
Millersville,MD,21108.0,4,18740.0,0.00021344717182497332,0.021344717182497332
Crofton,MD,21114.0,1,25220.0,3.965107057890563e-05,0.003965107057890563
Owings Mills,MD,21117.0,3,51450.0,5.830903790087464e-05,0.0058309037900874635
Pasadena,MD,21122.0,1,57890.0,1.7274140611504578e-05,0.0017274140611504578
Reisterstown,MD,21136.0,3,33040.0,9.079903147699757e-05,0.009079903147699757
Sparks Glencoe,MD,21152.0,1,5610.0,0.00017825311942959,0.017825311942959002
Westminster,MD,21157.0,1,33970.0,2.943773918163085e-05,0.0029437739181630853
Baltimore,MD,21201.0,6,10500.0,0.0005714285714285715,0.05714285714285715
Baltimore,MD,21202.0,1,12990.0,7.698229407236336e-05,0.007698229407236336
Baltimore,MD,21204.0,1,15060.0,6.640106241699867e-05,0.006640106241699867
Towson,MD,21204.0,1,15060.0,6.640106241699867e-05,0.006640106241699867
Baltimore,MD,21208.0,1,30670.0,3.2605151613955e-05,0.0032605151613955
Pikesville,MD,21208.0,3,30670.0,9.781545484186502e-05,0.0097815454841865
Baltimore,MD,21209.0,1,25660.0,3.897116134060795e-05,0.003897116134060795
Baltimore,MD,21216.0,1,19870.0,5.032712632108707e-05,0.0050327126321087065
Baltimore,MD,21218.0,2,29150.0,6.86106346483705e-05,0.00686106346483705
Baltimore,MD,21224.0,4,42400.0,9.433962264150943e-05,0.009433962264150943
Catonsville,MD,21228.0,1,45220.0,2.2114108801415304e-05,0.0022114108801415304
Baltimore,MD,21229.0,2,34600.0,5.7803468208092484e-05,0.005780346820809248
Baltimore,MD,21231.0,1,11740.0,8.517887563884156e-05,0.008517887563884156
Baltimore,MD,21236.0,1,37460.0,2.6695141484249868e-05,0.0026695141484249867
Nottingham,MD,21236.0,1,37460.0,2.6695141484249868e-05,0.0026695141484249867
White Marsh,MD,21236.0,1,37460.0,2.6695141484249868e-05,0.0026695141484249867
Baltimore,MD,21237.0,3,28350.0,0.00010582010582010582,0.010582010582010583
Windsor Mill,MD,21244.0,1,32800.0,3.048780487804878e-05,0.003048780487804878
Towson,MD,21286.0,4,18480.0,0.00021645021645021645,0.021645021645021644
Baltimore,MD,21287.0,27,34.0,0.7941176470588235,79.41176470588235
Annapolis,MD,21401.0,8,35280.0,0.00022675736961451248,0.022675736961451247
Annapolis,MD,21409.0,6,19440.0,0.00030864197530864197,0.030864197530864196
Cumberland,MD,21502.0,2,29950.0,6.67779632721202e-05,0.00667779632721202
Easton,MD,21601.0,5,21790.0,0.0002294630564479119,0.02294630564479119
Chestertown,MD,21620.0,2,9980.0,0.0002004008016032064,0.02004008016032064
Stevensville,MD,21666.0,1,12730.0,7.855459544383346e-05,0.007855459544383346
Frederick,MD,21702.0,5,42670.0,0.00011717834544176236,0.011717834544176237
Hagerstown,MD,21740.0,1,53590.0,1.866019779809666e-05,0.0018660197798096659
Hagerstown,MD,21742.0,2,30620.0,6.531678641410843e-05,0.006531678641410843
Mount Airy,MD,21771.0,1,30240.0,3.306878306878307e-05,0.003306878306878307
Salisbury,MD,21804.0,3,33290.0,9.011715229798738e-05,0.009011715229798737
Berlin,MD,21811.0,2,22380.0,8.936550491510277e-05,0.008936550491510277
Elkton,MD,21921.0,1,38420.0,2.6028110359187923e-05,0.0026028110359187923
Annandale,VA,22003.0,3,55120.0,5.44267053701016e-05,0.00544267053701016
Burke,VA,22015.0,3,42460.0,7.06547338671691e-05,0.00706547338671691
Fairfax,VA,22030.0,2,48900.0,4.089979550102249e-05,0.004089979550102249
Fairfax,VA,22031.0,10,31310.0,0.00031938677738741617,0.031938677738741615
Fairfax,VA,22033.0,6,36690.0,0.00016353229762878168,0.016353229762878167
Falls Church,VA,22042.0,3,31860.0,9.416195856873823e-05,0.009416195856873822
Falls Church,VA,22046.0,3,17200.0,0.0001744186046511628,0.01744186046511628
Mc Lean,VA,22101.0,6,30030.0,0.0001998001998001998,0.01998001998001998
Mclean,VA,22101.0,3,30030.0,9.99000999000999e-05,0.00999000999000999
Mc Lean,VA,22102.0,2,23980.0,8.340283569641368e-05,0.008340283569641367
Mclean,VA,22102.0,1,23980.0,4.170141784820684e-05,0.004170141784820684
Springfield,VA,22150.0,1,27630.0,3.619254433586681e-05,0.003619254433586681
Springfield,VA,22152.0,1,28900.0,3.460207612456748e-05,0.0034602076124567475
Vienna,VA,22180.0,4,25030.0,0.00015980823012385137,0.015980823012385136
Vienna,VA,22182.0,9,26270.0,0.00034259611724400457,0.03425961172440046
Woodbridge,VA,22191.0,1,69520.0,1.4384349827387801e-05,0.00143843498273878
Arlington,VA,22203.0,3,20800.0,0.00014423076923076924,0.014423076923076924
Arlington,VA,22204.0,1,47010.0,2.1272069772388854e-05,0.0021272069772388853
Arlington,VA,22205.0,1,17390.0,5.750431282346176e-05,0.005750431282346176
Arlington,VA,22209.0,1,11000.0,9.09090909090909e-05,0.00909090909090909
Alexandria,VA,22304.0,7,42270.0,0.00016560208185474332,0.016560208185474334
Alexandria,VA,22306.0,2,30400.0,6.578947368421052e-05,0.006578947368421052
Alexandria,VA,22310.0,3,27890.0,0.00010756543564001434,0.010756543564001434
Alexandria,VA,22311.0,3,16660.0,0.0001800720288115246,0.01800720288115246
Alexandria,VA,22314.0,1,31280.0,3.19693094629156e-05,0.0031969309462915596
Alexandria,VA,22315.0,1,26660.0,3.7509377344336085e-05,0.0037509377344336087
Fredericksburg,VA,22401.0,6,22030.0,0.00027235587834770767,0.027235587834770765
Fredericksburg,VA,22408.0,1,30310.0,3.299241174529858e-05,0.003299241174529858
Stafford,VA,22556.0,1,28630.0,3.4928396786587495e-05,0.0034928396786587496
Winchester,VA,22601.0,4,24920.0,0.00016051364365971107,0.016051364365971106
Berryville,VA,22611.0,1,8630.0,0.00011587485515643106,0.011587485515643106
Culpeper,VA,22701.0,2,34530.0,5.792064871126557e-05,0.005792064871126557
Harrisonburg,VA,22801.0,3,29120.0,0.00010302197802197802,0.010302197802197802
Charlottesville,VA,22901.0,4,33140.0,0.00012070006035003017,0.012070006035003017
Charlottesville,VA,22902.0,1,19800.0,5.0505050505050505e-05,0.00505050505050505
Charlottesville,VA,22908.0,17,19.0,0.8947368421052632,89.47368421052632
Charlottesville,VA,22911.0,8,18430.0,0.0004340748779164406,0.043407487791644064
Fishersville,VA,22939.0,2,5840.0,0.00034246575342465754,0.03424657534246575
Waynesboro,VA,22980.0,4,30060.0,0.0001330671989354624,0.01330671989354624
Glen Allen,VA,23059.0,9,40140.0,0.0002242152466367713,0.02242152466367713
Glen Allen,VA,23060.0,1,36380.0,2.748763056624519e-05,0.002748763056624519
Mechanicsville,VA,23111.0,4,35990.0,0.00011114198388441234,0.011114198388441233
Midlothian,VA,23113.0,2,27170.0,7.36105999263894e-05,0.00736105999263894
Williamsburg,VA,23185.0,2,42620.0,4.692632566870014e-05,0.004692632566870014
Williamsburg,VA,23188.0,3,44480.0,6.744604316546762e-05,0.006744604316546762
Richmond,VA,23219.0,1,3250.0,0.0003076923076923077,0.03076923076923077
Richmond,VA,23220.0,1,19930.0,5.017561465127948e-05,0.005017561465127948
Richmond,VA,23226.0,3,15360.0,0.0001953125,0.01953125
Richmond,VA,23230.0,9,7120.0,0.0012640449438202246,0.12640449438202248
Richmond,VA,23233.0,8,30910.0,0.0002588159171789065,0.025881591717890652
North Chesterfield,VA,23235.0,2,31040.0,6.443298969072165e-05,0.0064432989690721655
Richmond,VA,23235.0,5,31040.0,0.00016108247422680412,0.01610824742268041
Richmond,VA,23238.0,1,24340.0,4.108463434675431e-05,0.004108463434675431
Henrico,VA,23294.0,6,15750.0,0.00038095238095238096,0.0380952380952381
Richmond,VA,23294.0,1,15750.0,6.349206349206349e-05,0.006349206349206349
Richmond,VA,23298.0,4,31.0,0.12903225806451613,12.903225806451612
Chesapeake,VA,23320.0,2,53980.0,3.705075954057058e-05,0.003705075954057058
Chesapeake,VA,23321.0,1,35590.0,2.8097780275358247e-05,0.0028097780275358245
Suffolk,VA,23434.0,1,45800.0,2.1834061135371177e-05,0.002183406113537118
Virginia Beach,VA,23453.0,1,33040.0,3.026634382566586e-05,0.003026634382566586
Virginia Beach,VA,23454.0,11,52930.0,0.00020782165123748347,0.020782165123748347
Virginia Beach,VA,23462.0,3,58070.0,5.166178749784743e-05,0.0051661787497847425
Norfolk,VA,23502.0,15,17250.0,0.0008695652173913044,0.08695652173913043
Norfolk,VA,23507.0,6,4760.0,0.0012605042016806723,0.12605042016806722
Newport News,VA,23601.0,2,22000.0,9.09090909090909e-05,0.00909090909090909
Newport News,VA,23602.0,1,36630.0,2.73000273000273e-05,0.00273000273000273
Newport News,VA,23606.0,4,23490.0,0.00017028522775649213,0.017028522775649212
Hampton,VA,23666.0,5,46320.0,0.0001079447322970639,0.01079447322970639
Portsmouth,VA,23708.0,6,190.0,0.031578947368421054,3.1578947368421053
Colonial Heights,VA,23834.0,2,23540.0,8.496176720475786e-05,0.008496176720475786
South Hill,VA,23970.0,1,6900.0,0.00014492753623188405,0.014492753623188406
Roanoke,VA,24014.0,3,14420.0,0.00020804438280166437,0.020804438280166437
Roanoke,VA,24016.0,8,6410.0,0.0012480499219968799,0.12480499219968799
Blacksburg,VA,24060.0,6,25810.0,0.0002324680356450988,0.02324680356450988
Martinsville,VA,24112.0,2,23850.0,8.385744234800838e-05,0.008385744234800839
Salem,VA,24153.0,1,32620.0,3.0656039239730225e-05,0.0030656039239730223
Abingdon,VA,24210.0,1,12540.0,7.974481658692185e-05,0.007974481658692184
Wise,VA,24293.0,1,7460.0,0.00013404825737265417,0.013404825737265418
Galax,VA,24333.0,1,14190.0,7.047216349541931e-05,0.007047216349541931
Staunton,VA,24401.0,2,32230.0,6.205398696866273e-05,0.006205398696866273
Lynchburg,VA,24501.0,1,19600.0,5.102040816326531e-05,0.005102040816326531
Lynchburg,VA,24502.0,3,33090.0,9.066183136899366e-05,0.009066183136899365
Lynchburg,VA,24503.0,3,17920.0,0.0001674107142857143,0.016741071428571428
Danville,VA,24540.0,1,24960.0,4.0064102564102564e-05,0.004006410256410256
Danville,VA,24541.0,2,21140.0,9.46073793755913e-05,0.00946073793755913
Forest,VA,24551.0,1,24610.0,4.063388866314506e-05,0.004063388866314506
South Boston,VA,24592.0,1,10840.0,9.225092250922509e-05,0.00922509225092251
Bluefield,VA,24605.0,1,6790.0,0.00014727540500736376,0.014727540500736377
Ronceverte,WV,24970.0,1,3290.0,0.00030395136778115504,0.030395136778115502
Charleston,WV,25304.0,4,6410.0,0.0006240249609984399,0.062402496099843996
Charleston,WV,25309.0,1,10040.0,9.960159362549801e-05,0.0099601593625498
South Charleston,WV,25309.0,3,10040.0,0.000298804780876494,0.0298804780876494
Martinsburg,WV,25401.0,2,12200.0,0.0001639344262295082,0.01639344262295082
Barboursville,WV,25504.0,1,10400.0,9.615384615384615e-05,0.009615384615384616
Huntington,WV,25701.0,6,15950.0,0.0003761755485893417,0.037617554858934164
Huntington,WV,25705.0,1,16550.0,6.042296072507553e-05,0.006042296072507553
Beckley,WV,25801.0,2,22820.0,8.764241893076249e-05,0.008764241893076249
Wheeling,WV,26003.0,2,34290.0,5.832604257801108e-05,0.005832604257801108
Weirton,WV,26062.0,1,17860.0,5.5991041433370664e-05,0.005599104143337067
Parkersburg,WV,26101.0,1,22010.0,4.5433893684688776e-05,0.004543389368468878
Vienna,WV,26105.0,1,10620.0,9.416195856873823e-05,0.009416195856873822
Elkins,WV,26241.0,1,11380.0,8.787346221441125e-05,0.008787346221441126
Bridgeport,WV,26330.0,3,14940.0,0.00020080321285140563,0.020080321285140562
Morgantown,WV,26505.0,5,18930.0,0.0002641310089804543,0.02641310089804543
Morgantown,WV,26506.0,5,28.0,0.17857142857142858,17.857142857142858
Morgantown,WV,26508.0,1,31730.0,3.151591553734636e-05,0.003151591553734636
Fairmont,WV,26554.0,1,34480.0,2.900232018561485e-05,0.002900232018561485
Advance,NC,27006.0,6,14560.0,0.0004120879120879121,0.04120879120879121
Mount Airy,NC,27030.0,1,30130.0,3.318951211417192e-05,0.003318951211417192
Winston Salem,NC,27101.0,1,15210.0,6.574621959237344e-05,0.006574621959237343
Winston Salem,NC,27103.0,12,30880.0,0.00038860103626943003,0.038860103626943004
Winston Salem,NC,27104.0,10,27290.0,0.00036643459142543056,0.03664345914254306
Winston Salem,NC,27157.0,2,47.0,0.0425531914893617,4.25531914893617
Asheboro,NC,27203.0,1,17700.0,5.649717514124294e-05,0.005649717514124294
Burlington,NC,27215.0,3,39330.0,7.627765064836003e-05,0.007627765064836004
Burlington,NC,27217.0,3,33790.0,8.878366380585972e-05,0.008878366380585971
High Point,NC,27265.0,6,47290.0,0.00012687671812222458,0.012687671812222457
Eden,NC,27288.0,1,18380.0,5.44069640914037e-05,0.00544069640914037
Mebane,NC,27302.0,1,30650.0,3.2626427406199024e-05,0.0032626427406199023
Sanford,NC,27330.0,3,35010.0,8.568980291345329e-05,0.00856898029134533
Greensboro,NC,27403.0,2,13890.0,0.00014398848092152627,0.014398848092152626
Greensboro,NC,27405.0,8,43590.0,0.00018352833218628124,0.018352833218628125
Greensboro,NC,27408.0,2,16340.0,0.00012239902080783354,0.012239902080783354
Greensboro,NC,27410.0,2,49800.0,4.0160642570281125e-05,0.004016064257028112
Greensboro,NC,27455.0,1,28510.0,3.50754121360926e-05,0.00350754121360926
Apex,NC,27502.0,2,46890.0,4.2653017701002346e-05,0.0042653017701002344
Cary,NC,27511.0,3,29350.0,0.00010221465076660988,0.010221465076660987
Cary,NC,27513.0,2,43470.0,4.6008741660915574e-05,0.004600874166091558
Chapel Hill,NC,27514.0,7,20510.0,0.00034129692832764505,0.034129692832764506
Chapel Hill,NC,27516.0,16,37340.0,0.00042849491162292447,0.04284949116229245
Chapel Hill,NC,27517.0,8,26200.0,0.0003053435114503817,0.03053435114503817
Cary,NC,27519.0,2,66480.0,3.0084235860409144e-05,0.0030084235860409142
Clayton,NC,27520.0,1,43460.0,2.300966405890474e-05,0.0023009664058904742
Goldsboro,NC,27534.0,2,27580.0,7.25163161711385e-05,0.00725163161711385
Knightdale,NC,27545.0,1,30250.0,3.305785123966942e-05,0.003305785123966942
Wake Forest,NC,27587.0,2,75170.0,2.6606358919781827e-05,0.002660635891978183
Youngsville,NC,27596.0,1,19420.0,5.149330587023687e-05,0.005149330587023687
Chapel Hill,NC,27599.0,2,64.0,0.03125,3.125
Raleigh,NC,27607.0,4,16540.0,0.0002418379685610641,0.02418379685610641
Raleigh,NC,27609.0,2,31840.0,6.28140703517588e-05,0.00628140703517588
Raleigh,NC,27612.0,13,34350.0,0.0003784570596797671,0.03784570596797671
Raleigh,NC,27613.0,2,43640.0,4.5829514207149406e-05,0.00458295142071494
Raleigh,NC,27614.0,2,34230.0,5.8428279287174995e-05,0.0058428279287175
Raleigh,NC,27615.0,1,40860.0,2.4473813020068526e-05,0.0024473813020068525
Raleigh,NC,27617.0,3,18430.0,0.00016277807921866522,0.016277807921866522
Durham,NC,27704.0,2,33470.0,5.9755004481625337e-05,0.005975500448162534
Durham,NC,27705.0,11,36990.0,0.00029737766964044334,0.029737766964044333
Durham,NC,27707.0,2,39090.0,5.1163980557687386e-05,0.005116398055768739
Durham,NC,27710.0,13,22.0,0.5909090909090909,59.09090909090909
Durham,NC,27713.0,3,48920.0,6.132461161079314e-05,0.006132461161079314
Durham,NC,27715.0,1,675.0,0.0014814814814814814,0.14814814814814814
Rocky Mount,NC,27804.0,2,24720.0,8.090614886731392e-05,0.008090614886731391
Greenville,NC,27834.0,10,44030.0,0.0002271178741766977,0.02271178741766977
Wilson,NC,27893.0,1,30290.0,3.301419610432486e-05,0.003301419610432486
Wilson,NC,27896.0,1,19100.0,5.2356020942408376e-05,0.005235602094240837
Edenton,NC,27932.0,1,10420.0,9.596928982725528e-05,0.009596928982725529
Nags Head,NC,27959.0,1,2940.0,0.0003401360544217687,0.03401360544217687
Concord,NC,28025.0,15,51670.0,0.0002903038513644281,0.02903038513644281
Cornelius,NC,28031.0,4,28710.0,0.00013932427725531175,0.013932427725531176
Forest City,NC,28043.0,1,16350.0,6.116207951070337e-05,0.0061162079510703364
Gastonia,NC,28054.0,6,32890.0,0.00018242626938279113,0.018242626938279112
Huntersville,NC,28078.0,2,65730.0,3.0427506465845125e-05,0.0030427506465845124
Matthews,NC,28105.0,3,41800.0,7.177033492822967e-05,0.007177033492822967
Monroe,NC,28112.0,2,24210.0,8.261049153242462e-05,0.008261049153242462
Mooresville,NC,28117.0,5,46210.0,0.00010820168794633196,0.010820168794633196
Salisbury,NC,28144.0,1,19570.0,5.109862033725089e-05,0.005109862033725089
Salisbury,NC,28147.0,1,21970.0,4.551661356395084e-05,0.004551661356395084
Shelby,NC,28150.0,3,23140.0,0.0001296456352636128,0.01296456352636128
Charlotte,NC,28203.0,1,15290.0,6.540222367560497e-05,0.006540222367560497
Charlotte,NC,28204.0,6,7280.0,0.0008241758241758242,0.08241758241758242
Charlotte,NC,28207.0,4,8700.0,0.0004597701149425287,0.04597701149425287
Charlotte,NC,28210.0,6,39970.0,0.00015011258443832875,0.015011258443832875
Charlotte,NC,28211.0,6,28940.0,0.0002073255010366275,0.02073255010366275
Charlotte,NC,28226.0,2,37330.0,5.357621216180016e-05,0.0053576212161800165
Charlotte,NC,28269.0,1,74130.0,1.3489815189531903e-05,0.0013489815189531903
Charlotte,NC,28277.0,12,71410.0,0.00016804369135975353,0.016804369135975352
Charlotte,NC,28278.0,2,33230.0,6.018657839301836e-05,0.006018657839301836
Charlotte,NC,28287.0,4,0.0,inf,inf
Fayetteville,NC,28304.0,1,32260.0,3.0998140111593304e-05,0.0030998140111593306
Fort Bragg,NC,28310.0,1,6506.0,0.0001537042729787888,0.01537042729787888
Clinton,NC,28328.0,2,21050.0,9.501187648456056e-05,0.009501187648456056
Laurinburg,NC,28352.0,1,17970.0,5.564830272676683e-05,0.005564830272676683
Lumberton,NC,28358.0,1,26870.0,3.721622627465575e-05,0.0037216226274655747
Pinehurst,NC,28374.0,7,18380.0,0.0003808487486398259,0.03808487486398259
Southern Pines,NC,28387.0,1,13940.0,7.173601147776183e-05,0.007173601147776184
Wilmington,NC,28401.0,4,16920.0,0.00023640661938534278,0.02364066193853428
Wilmington,NC,28403.0,5,24570.0,0.0002035002035002035,0.02035002035002035
Wilmington,NC,28405.0,10,28020.0,0.00035688793718772306,0.03568879371877231
Wilmington,NC,28411.0,1,35730.0,2.7987685418415897e-05,0.00279876854184159
Wilmington,NC,28412.0,2,38450.0,5.2015604681404424e-05,0.005201560468140442
Burgaw,NC,28425.0,1,8710.0,0.0001148105625717566,0.011481056257175661
Leland,NC,28451.0,1,38960.0,2.566735112936345e-05,0.002566735112936345
Whiteville,NC,28472.0,1,13980.0,7.15307582260372e-05,0.0071530758226037204
Jacksonville,NC,28546.0,1,43930.0,2.276348736626451e-05,0.0022763487366264513
Camp Lejeune,NC,28547.0,1,6590.0,0.00015174506828528073,0.015174506828528073
New Bern,NC,28560.0,3,23910.0,0.00012547051442910915,0.012547051442910915
New Bern,NC,28562.0,3,35900.0,8.356545961002786e-05,0.008356545961002786
Newport,NC,28570.0,1,19210.0,5.2056220718375845e-05,0.0052056220718375845
Cedar Point,NC,28584.0,1,13010.0,7.686395080707149e-05,0.007686395080707149
Hickory,NC,28602.0,6,24840.0,0.00024154589371980676,0.024154589371980676
Boone,NC,28607.0,7,19560.0,0.00035787321063394684,0.03578732106339468
Elkin,NC,28621.0,1,8300.0,0.00012048192771084337,0.012048192771084336
Statesville,NC,28625.0,3,34320.0,8.741258741258741e-05,0.008741258741258742
Morganton,NC,28655.0,2,42500.0,4.705882352941177e-05,0.004705882352941177
Arden,NC,28704.0,4,21480.0,0.00018621973929236498,0.018621973929236497
Clyde,NC,28721.0,1,9180.0,0.00010893246187363834,0.010893246187363833
Columbus,NC,28722.0,1,5620.0,0.00017793594306049823,0.017793594306049824
Flat Rock,NC,28731.0,2,8210.0,0.000243605359317905,0.0243605359317905
Franklin,NC,28734.0,1,23370.0,4.2789901583226356e-05,0.004278990158322635
Highlands,NC,28741.0,1,3180.0,0.00031446540880503143,0.031446540880503145
Sylva,NC,28779.0,1,12890.0,7.757951900698215e-05,0.007757951900698215
Hendersonville,NC,28791.0,1,12640.0,7.911392405063291e-05,0.007911392405063292
Hendersonville,NC,28792.0,1,28390.0,3.522367030644593e-05,0.0035223670306445934
Asheville,NC,28801.0,2,10590.0,0.00018885741265344664,0.018885741265344664
Asheville,NC,28803.0,14,28460.0,0.0004919184820801124,0.049191848208011243
Asheville,NC,28806.0,1,36480.0,2.7412280701754386e-05,0.0027412280701754384
Camden,SC,29020.0,1,20400.0,4.901960784313725e-05,0.004901960784313725
