Rndrng_Prvdr_City,Rndrng_Prvdr_State_Abrvtn,zip,derm_provider_count,irs_estimated_population,derm_to_pop_ratio,derm_to_pop_percent
Houston,TX,77065.0,2,31360.0,6.377551020408164e-05,0.006377551020408163
Jersey Village,TX,77065.0,1,31360.0,3.188775510204082e-05,0.0031887755102040817
Houston,TX,77070.0,3,46050.0,6.514657980456026e-05,0.0065146579804560255
Houston,TX,77074.0,11,29900.0,0.00036789297658862874,0.03678929765886287
Houston,TX,77079.0,1,33240.0,3.0084235860409144e-05,0.0030084235860409142
Houston,TX,77081.0,1,32800.0,3.048780487804878e-05,0.003048780487804878
Houston,TX,77082.0,1,45830.0,2.181976871045167e-05,0.002181976871045167
Houston,TX,77089.0,1,51260.0,1.9508388607101055e-05,0.0019508388607101055
Houston,TX,77090.0,2,31660.0,6.317119393556538e-05,0.006317119393556538
Houston,TX,77092.0,3,26910.0,0.00011148272017837236,0.011148272017837236
Houston,TX,77094.0,1,10800.0,9.259259259259259e-05,0.009259259259259259
Houston,TX,77098.0,2,12670.0,0.00015785319652722967,0.015785319652722965
Conroe,TX,77304.0,4,35110.0,0.00011392765593847907,0.011392765593847906
Humble,TX,77338.0,1,38430.0,2.6021337496747333e-05,0.0026021337496747333
Kingwood,TX,77339.0,2,38360.0,5.213764337851929e-05,0.005213764337851929
Huntsville,TX,77340.0,1,19700.0,5.076142131979695e-05,0.005076142131979695
Kingwood,TX,77345.0,1,26610.0,3.757985719654265e-05,0.003757985719654265
Humble,TX,77346.0,1,70480.0,1.4188422247446084e-05,0.0014188422247446084
Tomball,TX,77375.0,2,59900.0,3.33889816360601e-05,0.00333889816360601
Spring,TX,77379.0,2,79320.0,2.5214321734745334e-05,0.0025214321734745334
Spring,TX,77380.0,1,24610.0,4.063388866314506e-05,0.004063388866314506
The Woodlands,TX,77380.0,13,24610.0,0.0005282405526208858,0.05282405526208858
Spring,TX,77386.0,1,64680.0,1.5460729746444033e-05,0.0015460729746444033
Bellaire,TX,77401.0,5,17010.0,0.00029394473838918284,0.029394473838918283
Cypress,TX,77433.0,3,106790.0,2.80925180260324e-05,0.00280925180260324
El Campo,TX,77437.0,1,16450.0,6.0790273556231004e-05,0.0060790273556231
Katy,TX,77449.0,1,124400.0,8.038585209003215e-06,0.0008038585209003215
Katy,TX,77450.0,10,66510.0,0.00015035333032626674,0.015035333032626674
Missouri City,TX,77459.0,2,78960.0,2.5329280648429583e-05,0.002532928064842958
Sugar Land,TX,77478.0,7,22770.0,0.00030742204655248134,0.030742204655248132
Sugarland,TX,77478.0,1,22770.0,4.391743522178305e-05,0.004391743522178305
Sugar Land,TX,77479.0,9,89560.0,0.00010049129075480125,0.010049129075480126
Katy,TX,77493.0,2,58050.0,3.445305770887166e-05,0.0034453057708871662
Katy,TX,77494.0,7,128670.0,5.440273568042279e-05,0.005440273568042279
Pasadena,TX,77504.0,10,19910.0,0.0005022601707684581,0.05022601707684581
Pasadena,TX,77505.0,1,21610.0,4.6274872744099955e-05,0.004627487274409995
Baytown,TX,77521.0,2,57830.0,3.4584125886218224e-05,0.0034584125886218224
Friendswood,TX,77546.0,1,50490.0,1.9805902158843335e-05,0.0019805902158843334
Galveston,TX,77550.0,1,16860.0,5.931198102016607e-05,0.005931198102016607
Galveston,TX,77555.0,12,173.0,0.06936416184971098,6.9364161849710975
League City,TX,77573.0,1,87670.0,1.1406410402646287e-05,0.0011406410402646286
Pearland,TX,77584.0,1,85870.0,1.1645510655642249e-05,0.0011645510655642248
Webster,TX,77598.0,8,19510.0,0.00041004613018964635,0.04100461301896464
Port Arthur,TX,77642.0,1,31630.0,3.161555485298767e-05,0.003161555485298767
Beaumont,TX,77701.0,4,9600.0,0.0004166666666666667,0.04166666666666667
Beaumont,TX,77702.0,1,2260.0,0.0004424778761061947,0.04424778761061947
Beaumont,TX,77706.0,1,24690.0,4.050222762251924e-05,0.004050222762251924
Bryan,TX,77802.0,2,20790.0,9.62000962000962e-05,0.009620009620009619
Brenham,TX,77833.0,2,23750.0,8.421052631578948e-05,0.008421052631578947
College Station,TX,77840.0,3,20030.0,0.00014977533699450825,0.014977533699450825
College Station,TX,77845.0,1,58270.0,1.7161489617298782e-05,0.0017161489617298783
Victoria,TX,77901.0,2,33060.0,6.0496067755595884e-05,0.006049606775559589
Boerne,TX,78006.0,5,40990.0,0.00012198097096852891,0.01219809709685289
Comfort,TX,78013.0,1,5320.0,0.00018796992481203009,0.01879699248120301
Kerrville,TX,78028.0,2,34220.0,5.844535359438925e-05,0.005844535359438925
Laredo,TX,78041.0,2,44810.0,4.4632894443204644e-05,0.004463289444320465
New Braunfels,TX,78130.0,6,83150.0,7.215874924834636e-05,0.007215874924834636
New Braunfels,TX,78132.0,1,39010.0,2.563445270443476e-05,0.002563445270443476
San Antonio,TX,78209.0,5,34820.0,0.00014359563469270534,0.014359563469270534
San Antonio,TX,78212.0,3,20060.0,0.00014955134596211366,0.014955134596211365
San Antonio,TX,78213.0,2,34770.0,5.7520851308599364e-05,0.005752085130859936
San Antonio,TX,78215.0,7,2640.0,0.0026515151515151517,0.2651515151515152
San Antonio,TX,78216.0,1,32280.0,3.0978934324659233e-05,0.0030978934324659233
San Antonio,TX,78217.0,1,27700.0,3.610108303249098e-05,0.0036101083032490976
San Antonio,TX,78218.0,3,31730.0,9.454774661203908e-05,0.009454774661203908
San Antonio,TX,78229.0,15,24210.0,0.0006195786864931846,0.061957868649318466
San Antonio,TX,78232.0,3,31620.0,9.487666034155598e-05,0.009487666034155597
Live Oak,TX,78233.0,4,43190.0,9.261403102570039e-05,0.009261403102570039
San Antonio,TX,78233.0,2,43190.0,4.6307015512850196e-05,0.0046307015512850195
Fort Sam Houston,TX,78234.0,1,4020.0,0.0002487562189054726,0.02487562189054726
San Antonio,TX,78234.0,2,4020.0,0.0004975124378109452,0.04975124378109452
Jbsa Lackland,TX,78236.0,2,2430.0,0.0008230452674897119,0.0823045267489712
Jbsa-Lackland,TX,78236.0,1,2430.0,0.00041152263374485596,0.0411522633744856
Lackland Afb,TX,78236.0,1,2430.0,0.00041152263374485596,0.0411522633744856
San Antonio,TX,78240.0,3,45990.0,6.523157208088715e-05,0.0065231572080887154
San Antonio,TX,78249.0,2,44900.0,4.4543429844097995e-05,0.004454342984409799
San Antonio,TX,78251.0,2,51370.0,3.893322951138797e-05,0.003893322951138797
San Antonio,TX,78253.0,1,69790.0,1.432870038687491e-05,0.0014328700386874909
San Antonio,TX,78256.0,1,10670.0,9.372071227741331e-05,0.009372071227741332
San Antonio,TX,78258.0,10,47610.0,0.00021003990758244065,0.021003990758244065
Corpus Christi,TX,78411.0,2,21490.0,9.306654257794323e-05,0.009306654257794323
Corpus Christi,TX,78413.0,1,31790.0,3.145643284051588e-05,0.0031456432840515883
Corpus Christi,TX,78414.0,1,43230.0,2.313208420078649e-05,0.002313208420078649
Mcallen,TX,78501.0,2,47950.0,4.1710114702815434e-05,0.004171011470281543
Mcallen,TX,78504.0,3,50860.0,5.898545025560362e-05,0.005898545025560362
Brownsville,TX,78520.0,1,59920.0,1.6688918558077437e-05,0.0016688918558077437
Edinburg,TX,78539.0,1,31100.0,3.215434083601286e-05,0.003215434083601286
Harlingen,TX,78550.0,3,43300.0,6.928406466512702e-05,0.006928406466512702
Buda,TX,78610.0,3,43790.0,6.850879196163508e-05,0.006850879196163508
Burnet,TX,78611.0,1,13540.0,7.385524372230428e-05,0.007385524372230428
Cedar Park,TX,78613.0,8,81490.0,9.817155479199902e-05,0.009817155479199903
Dripping Springs,TX,78620.0,1,22250.0,4.4943820224719104e-05,0.0044943820224719105
Fredericksburg,TX,78624.0,2,22120.0,9.041591320072333e-05,0.009041591320072333
Georgetown,TX,78626.0,5,38380.0,0.00013027618551328816,0.013027618551328815
Georgetown,TX,78628.0,3,43030.0,6.971880083662561e-05,0.006971880083662561
Georgetown,TX,78633.0,2,28060.0,7.127583749109053e-05,0.007127583749109052
Kyle,TX,78640.0,1,63500.0,1.5748031496062993e-05,0.0015748031496062992
Leander,TX,78641.0,1,88850.0,1.1254924029262803e-05,0.0011254924029262803
Liberty Hill,TX,78642.0,1,23930.0,4.1788549937317175e-05,0.004178854993731718
Manor,TX,78653.0,1,32100.0,3.115264797507788e-05,0.003115264797507788
Marble Falls,TX,78654.0,2,18000.0,0.00011111111111111112,0.011111111111111112
Round Rock,TX,78665.0,8,58710.0,0.0001362629875660024,0.01362629875660024
San Marcos,TX,78666.0,1,56560.0,1.768033946251768e-05,0.001768033946251768
Spicewood,TX,78669.0,1,11850.0,8.438818565400843e-05,0.008438818565400843
Round Rock,TX,78681.0,6,53710.0,0.00011171104077452989,0.011171104077452988
Austin,TX,78701.0,5,8370.0,0.0005973715651135006,0.05973715651135006
Austin,TX,78703.0,4,18050.0,0.00022160664819944597,0.0221606648199446
Austin,TX,78704.0,1,37100.0,2.6954177897574123e-05,0.002695417789757412
Austin,TX,78705.0,5,7140.0,0.0007002801120448179,0.0700280112044818
Austin,TX,78712.0,2,42.0,0.047619047619047616,4.761904761904762
Austin,TX,78723.0,1,27180.0,3.679175864606328e-05,0.003679175864606328
Austin,TX,78728.0,1,21590.0,4.631773969430292e-05,0.004631773969430292
Austin,TX,78730.0,1,8820.0,0.00011337868480725624,0.011337868480725623
Austin,TX,78731.0,6,24670.0,0.00024321037697608432,0.024321037697608433
Austin,TX,78732.0,2,17710.0,0.00011293054771315641,0.01129305477131564
Lakeway,TX,78734.0,2,21330.0,9.376465072667604e-05,0.009376465072667603
Austin,TX,78735.0,1,17730.0,5.640157924421884e-05,0.0056401579244218835
Austin,TX,78738.0,2,30180.0,6.626905235255136e-05,0.0066269052352551355
Lakeway,TX,78738.0,2,30180.0,6.626905235255136e-05,0.0066269052352551355
Austin,TX,78745.0,5,47910.0,0.00010436234606553955,0.010436234606553955
Austin,TX,78746.0,11,26850.0,0.000409683426443203,0.0409683426443203
West Lake Hills,TX,78746.0,4,26850.0,0.000148975791433892,0.014897579143389201
Austin,TX,78748.0,2,46680.0,4.2844901456726646e-05,0.004284490145672665
Austin,TX,78749.0,3,31420.0,9.548058561425843e-05,0.009548058561425843
Austin,TX,78750.0,1,25910.0,3.8595137012736394e-05,0.0038595137012736396
Austin,TX,78756.0,1,7010.0,0.0001426533523537803,0.014265335235378032
Austin,TX,78757.0,4,20700.0,0.0001932367149758454,0.01932367149758454
Austin,TX,78758.0,8,36430.0,0.0002195992314026901,0.02195992314026901
Austin,TX,78759.0,7,36720.0,0.0001906318082788671,0.01906318082788671
Columbus,TX,78934.0,1,6320.0,0.00015822784810126583,0.015822784810126583
Amarillo,TX,79106.0,5,21970.0,0.0002275830678197542,0.02275830678197542
Amarillo,TX,79119.0,2,20730.0,9.64785335262904e-05,0.00964785335262904
Lubbock,TX,79410.0,8,5660.0,0.0014134275618374558,0.1413427561837456
Lubbock,TX,79414.0,2,13600.0,0.00014705882352941175,0.014705882352941175
Lubbock,TX,79430.0,3,0.0,inf,inf
Abilene,TX,79601.0,1,14900.0,6.711409395973154e-05,0.006711409395973153
Abilene,TX,79606.0,4,24770.0,0.00016148566814695197,0.016148566814695196
Midland,TX,79703.0,1,19240.0,5.197505197505198e-05,0.005197505197505198
Midland,TX,79707.0,2,32730.0,6.110601894286588e-05,0.006110601894286588
Odessa,TX,79761.0,3,25660.0,0.00011691348402182385,0.011691348402182385
Odessa,TX,79765.0,2,21830.0,9.161704076958314e-05,0.009161704076958314
El Paso,TX,79902.0,3,15490.0,0.00019367333763718527,0.019367333763718526
El Paso,TX,79904.0,2,26780.0,7.468259895444362e-05,0.007468259895444362
Fort Bliss,TX,79906.0,1,5590.0,0.00017889087656529517,0.017889087656529516
El Paso,TX,79912.0,2,70050.0,2.8551034975017845e-05,0.0028551034975017845
El Paso,TX,79920.0,1,77.0,0.012987012987012988,1.2987012987012987
El Paso,TX,79935.0,1,14830.0,6.743088334457182e-05,0.006743088334457182
Aurora,CO,80012.0,9,43100.0,0.00020881670533642692,0.02088167053364269
Broomfield,CO,80020.0,1,46890.0,2.1326508850501173e-05,0.0021326508850501172
Broomfield,CO,80023.0,1,26030.0,3.84172109104879e-05,0.0038417210910487902
Lafayette,CO,80026.0,4,29730.0,0.00013454423141607804,0.013454423141607804
Louisville,CO,80027.0,2,31740.0,6.30119722747322e-05,0.00630119722747322
Westminster,CO,80031.0,2,33400.0,5.988023952095808e-05,0.005988023952095809
Wheat Ridge,CO,80033.0,2,21830.0,9.161704076958314e-05,0.009161704076958314
Aurora,CO,80045.0,11,650.0,0.016923076923076923,1.6923076923076923
Castle Rock,CO,80104.0,1,34850.0,2.8694404591104736e-05,0.0028694404591104736
Castle Rock,CO,80109.0,1,25900.0,3.861003861003861e-05,0.003861003861003861
Centennial,CO,80111.0,6,30760.0,0.0001950585175552666,0.01950585175552666
Greenwood Village,CO,80111.0,10,30760.0,0.00032509752925877764,0.032509752925877766
Centennial,CO,80112.0,2,32300.0,6.191950464396285e-05,0.006191950464396285
Englewood,CO,80112.0,2,32300.0,6.191950464396285e-05,0.006191950464396285
Englewood,CO,80113.0,7,18660.0,0.00037513397642015007,0.03751339764201501
Littleton,CO,80120.0,5,25250.0,0.00019801980198019803,0.019801980198019802
Lone Tree,CO,80124.0,1,20990.0,4.7641734159123394e-05,0.004764173415912339
Highlands Ranch,CO,80129.0,2,28970.0,6.903693476009665e-05,0.006903693476009665
Parker,CO,80138.0,5,32450.0,0.00015408320493066256,0.015408320493066256
Denver,CO,80205.0,4,27800.0,0.00014388489208633093,0.014388489208633093
Denver,CO,80206.0,5,21600.0,0.0002314814814814815,0.02314814814814815
Denver,CO,80207.0,1,19270.0,5.1894135962636225e-05,0.005189413596263622
Denver,CO,80209.0,3,22460.0,0.0001335707925200356,0.013357079252003561
Denver,CO,80210.0,3,30450.0,9.852216748768474e-05,0.009852216748768473
Denver,CO,80211.0,1,31420.0,3.182686187141948e-05,0.003182686187141948
Lakewood,CO,80215.0,1,17530.0,5.7045065601825445e-05,0.005704506560182544
Denver,CO,80218.0,3,14480.0,0.00020718232044198895,0.020718232044198894
Denver,CO,80220.0,4,32260.0,0.00012399256044637322,0.012399256044637322
Lakewood,CO,80227.0,4,31470.0,0.0001271051795360661,0.012710517953606611
Lakewood,CO,80228.0,1,31740.0,3.15059861373661e-05,0.00315059861373661
Westminster,CO,80234.0,3,25600.0,0.0001171875,0.01171875
Denver,CO,80237.0,1,19920.0,5.020080321285141e-05,0.0050200803212851405
Denver,CO,80246.0,1,10730.0,9.319664492078285e-05,0.009319664492078286
Glendale,CO,80246.0,2,10730.0,0.0001863932898415657,0.018639328984156572
Thornton,CO,80260.0,1,31170.0,3.208213025344883e-05,0.003208213025344883
Denver,CO,80262.0,1,0.0,inf,inf
Boulder,CO,80301.0,5,22380.0,0.00022341376228775692,0.022341376228775692
Boulder,CO,80302.0,1,13800.0,7.246376811594203e-05,0.007246376811594203
Boulder,CO,80304.0,5,23450.0,0.00021321961620469082,0.021321961620469083
Boulder,CO,80305.0,1,14210.0,7.037297677691766e-05,0.007037297677691766
Golden,CO,80401.0,5,33970.0,0.00014718869590815426,0.014718869590815427
Evergreen,CO,80439.0,1,22310.0,4.482294935006723e-05,0.0044822949350067235
Steamboat Springs,CO,80487.0,1,10020.0,9.98003992015968e-05,0.00998003992015968
Longmont,CO,80501.0,6,37420.0,0.00016034206306787813,0.016034206306787813
Fort Collins,CO,80524.0,3,33090.0,9.066183136899366e-05,0.009066183136899365
Fort Collins,CO,80525.0,3,47920.0,6.260434056761268e-05,0.006260434056761268
Fort Collins,CO,80526.0,1,38530.0,2.595380223202699e-05,0.002595380223202699
Fort Collins,CO,80528.0,2,22200.0,9.009009009009009e-05,0.009009009009009009
Loveland,CO,80537.0,4,38470.0,0.00010397712503249285,0.010397712503249284
Loveland,CO,80538.0,2,44890.0,4.4553352639786145e-05,0.0044553352639786145
Brighton,CO,80601.0,2,38090.0,5.250721974271462e-05,0.005250721974271462
Greeley,CO,80634.0,4,59830.0,6.685609226140732e-05,0.006685609226140732
Yuma,CO,80759.0,1,4080.0,0.00024509803921568627,0.024509803921568627
Colorado Springs,CO,80906.0,1,33500.0,2.9850746268656717e-05,0.0029850746268656717
Colorado Springs,CO,80907.0,3,22830.0,0.00013140604467805518,0.013140604467805518
Colorado Springs,CO,80910.0,8,25410.0,0.0003148366784730421,0.03148366784730421
Ft Carson,CO,80913.0,1,9119.0,0.0001096611470555982,0.01096611470555982
Colorado Spgs,CO,80920.0,2,36740.0,5.443658138268917e-05,0.005443658138268917
Colorado Springs,CO,80920.0,7,36740.0,0.0001905280348394121,0.01905280348394121
Colorado Springs,CO,80923.0,1,28670.0,3.487966515521451e-05,0.0034879665155214505
Colorado Springs,CO,80924.0,2,17020.0,0.00011750881316098707,0.011750881316098707
Pueblo,CO,81003.0,1,9790.0,0.00010214504596527068,0.010214504596527068
Pueblo,CO,81004.0,2,18960.0,0.00010548523206751055,0.010548523206751054
Salida,CO,81201.0,2,8970.0,0.0002229654403567447,0.022296544035674472
Durango,CO,81301.0,1,24560.0,4.0716612377850165e-05,0.004071661237785016
Durango,CO,81303.0,1,7070.0,0.00014144271570014144,0.014144271570014143
Montrose,CO,81401.0,2,20540.0,9.737098344693281e-05,0.009737098344693282
Grand Junction,CO,81501.0,8,15080.0,0.0005305039787798408,0.05305039787798408
Grand Junction,CO,81506.0,1,10400.0,9.615384615384615e-05,0.009615384615384616
Glenwood Springs,CO,81601.0,2,13410.0,0.00014914243102162565,0.014914243102162566
Aspen,CO,81611.0,1,6840.0,0.00014619883040935673,0.014619883040935673
Avon,CO,81620.0,3,10108.0,0.000296794618124258,0.0296794618124258
Eagle,CO,81631.0,1,6643.0,0.0001505343971097396,0.015053439710973959
Edwards,CO,81632.0,4,8050.0,0.0004968944099378882,0.04968944099378882
Cheyenne,WY,82001.0,1,31970.0,3.127932436659368e-05,0.003127932436659368
Cheyenne,WY,82009.0,2,34460.0,5.803830528148578e-05,0.005803830528148578
Laramie,WY,82070.0,1,14750.0,6.779661016949152e-05,0.006779661016949152
Casper,WY,82601.0,1,22450.0,4.4543429844097995e-05,0.004454342984409799
Casper,WY,82609.0,2,16370.0,0.00012217470983506414,0.012217470983506415
Sheridan,WY,82801.0,1,23740.0,4.212299915754002e-05,0.004212299915754001
Jackson,WY,83001.0,3,9680.0,0.00030991735537190085,0.030991735537190084
Chubbuck,ID,83202.0,1,21440.0,4.664179104477612e-05,0.004664179104477612
Blackfoot,ID,83221.0,1,25250.0,3.9603960396039605e-05,0.0039603960396039604
Twin Falls,ID,83301.0,4,53500.0,7.476635514018692e-05,0.007476635514018692
Burley,ID,83318.0,1,17480.0,5.7208237986270026e-05,0.005720823798627003
Ketchum,ID,83340.0,2,6340.0,0.0003154574132492114,0.03154574132492114
Idaho Falls,ID,83404.0,4,23890.0,0.00016743407283382168,0.016743407283382167
Rigby,ID,83442.0,1,23450.0,4.2643923240938166e-05,0.0042643923240938165
Eagle,ID,83616.0,1,34230.0,2.9214139643587497e-05,0.00292141396435875
Fruitland,ID,83619.0,2,8440.0,0.00023696682464454977,0.023696682464454978
Meridian,ID,83642.0,9,54920.0,0.0001638747268754552,0.01638747268754552
Meridian,ID,83646.0,3,67180.0,4.465614766299494e-05,0.004465614766299494
Nampa,ID,83651.0,2,30710.0,6.512536633018561e-05,0.006512536633018561
Nampa,ID,83687.0,1,36740.0,2.7218290691344584e-05,0.0027218290691344584
Boise,ID,83703.0,2,15510.0,0.0001289490651192779,0.01289490651192779
Boise,ID,83704.0,2,35410.0,5.648121999435188e-05,0.005648121999435188
Boise,ID,83705.0,1,23030.0,4.342162396873643e-05,0.004342162396873643
Boise,ID,83706.0,1,24590.0,4.0666937779585194e-05,0.004066693777958519
Boise,ID,83712.0,1,8140.0,0.00012285012285012285,0.012285012285012284
Boise,ID,83713.0,3,27780.0,0.00010799136069114471,0.01079913606911447
Coeur D Alene,ID,83814.0,7,22220.0,0.00031503150315031505,0.0315031503150315
Coeur D'alene,ID,83814.0,1,22220.0,4.5004500450045e-05,0.004500450045004501
American Fork,UT,84003.0,3,52910.0,5.67000567000567e-05,0.00567000567000567
Alpine,UT,84004.0,1,10350.0,9.66183574879227e-05,0.00966183574879227
Bountiful,UT,84010.0,7,43860.0,0.00015959872321021432,0.01595987232102143
Draper,UT,84020.0,1,46520.0,2.1496130696474634e-05,0.0021496130696474634
Farmington,UT,84025.0,1,23350.0,4.282655246252677e-05,0.004282655246252677
Layton,UT,84041.0,6,51700.0,0.0001160541586073501,0.01160541586073501
Lehi,UT,84043.0,5,76900.0,6.501950585175553e-05,0.006501950585175552
Midvale,UT,84047.0,2,31890.0,6.271558482282847e-05,0.0062715584822828465
Orem,UT,84057.0,2,34020.0,5.878894767783657e-05,0.005878894767783657
Riverton,UT,84065.0,2,49090.0,4.074149521287431e-05,0.004074149521287431
Roosevelt,UT,84066.0,2,11450.0,0.00017467248908296942,0.017467248908296942
Sandy,UT,84070.0,1,26540.0,3.767897513187641e-05,0.003767897513187641
Tooele,UT,84074.0,1,54870.0,1.822489520685256e-05,0.001822489520685256
Sandy,UT,84094.0,1,25810.0,3.8744672607516464e-05,0.0038744672607516463
South Jordan,UT,84095.0,2,38260.0,5.227391531625719e-05,0.005227391531625719
Orem,UT,84097.0,2,21800.0,9.174311926605505e-05,0.009174311926605505
Park City,UT,84098.0,2,20480.0,9.765625e-05,0.009765625
Salt Lake City,UT,84102.0,2,11590.0,0.0001725625539257981,0.01725625539257981
Salt Lake City,UT,84105.0,1,18210.0,5.4914881933003843e-05,0.0054914881933003845
Murray,UT,84107.0,4,31240.0,0.00012804097311139564,0.012804097311139564
Salt Lake City,UT,84111.0,2,8060.0,0.00024813895781637717,0.024813895781637715
Salt Lake City,UT,84112.0,1,370.0,0.002702702702702703,0.2702702702702703
Holladay,UT,84117.0,1,22180.0,4.508566275924256e-05,0.004508566275924256
Salt Lake,UT,84117.0,1,22180.0,4.508566275924256e-05,0.004508566275924256
Salt Lake City,UT,84117.0,2,22180.0,9.017132551848512e-05,0.009017132551848512
West Valley City,UT,84120.0,1,46740.0,2.1394950791613178e-05,0.0021394950791613176
Murray,UT,84121.0,1,37450.0,2.67022696929239e-05,0.00267022696929239
Slc,UT,84124.0,1,20440.0,4.892367906066536e-05,0.004892367906066536
Taylorsville,UT,84129.0,2,0.0,inf,inf
Salt Lake City,UT,84132.0,31,0.0,inf,inf
Logan,UT,84321.0,1,37800.0,2.6455026455026456e-05,0.002645502645502646
Providence,UT,84332.0,2,8770.0,0.00022805017103762827,0.02280501710376283
Logan,UT,84341.0,3,20750.0,0.00014457831325301204,0.014457831325301203
North Logan,UT,84341.0,1,20750.0,4.819277108433735e-05,0.0048192771084337345
Ogden,UT,84403.0,3,32600.0,9.202453987730062e-05,0.009202453987730062
South Ogden,UT,84403.0,1,32600.0,3.067484662576687e-05,0.003067484662576687
Ogden,UT,84405.0,1,31160.0,3.209242618741977e-05,0.003209242618741977
South Ogden,UT,84405.0,1,31160.0,3.209242618741977e-05,0.003209242618741977
Washington Terrace,UT,84405.0,1,31160.0,3.209242618741977e-05,0.003209242618741977
Provo,UT,84604.0,8,31740.0,0.0002520478890989288,0.02520478890989288
Salem,UT,84653.0,1,11690.0,8.554319931565441e-05,0.00855431993156544
Spanish Fork,UT,84660.0,4,45200.0,8.849557522123894e-05,0.008849557522123894
Richfield,UT,84701.0,1,7980.0,0.00012531328320802005,0.012531328320802004
Cedar City,UT,84721.0,1,25960.0,3.852080123266564e-05,0.003852080123266564
St George,UT,84770.0,6,38120.0,0.00015739769150052466,0.015739769150052464
St George,UT,84790.0,5,51660.0,9.678668215253581e-05,0.00967866821525358
Phoenix,AZ,85004.0,1,6100.0,0.0001639344262295082,0.01639344262295082
Phoenix,AZ,85006.0,3,17910.0,0.00016750418760469013,0.016750418760469014
Phoenix,AZ,85008.0,2,46120.0,4.336513443191674e-05,0.004336513443191674
Phoenix,AZ,85012.0,3,6840.0,0.0004385964912280702,0.043859649122807015
Phoenix,AZ,85014.0,3,20870.0,0.00014374700527072353,0.014374700527072353
Phoenix,AZ,85016.0,4,30820.0,0.00012978585334198572,0.012978585334198572
Phoenix,AZ,85018.0,5,31420.0,0.00015913430935709738,0.015913430935709738
Phoenix,AZ,85020.0,2,28090.0,7.119971520113919e-05,0.007119971520113919
Phoenix,AZ,85021.0,7,32660.0,0.00021432945499081445,0.021432945499081445
Phoenix,AZ,85027.0,1,32580.0,3.069367710251688e-05,0.003069367710251688
Phoenix,AZ,85028.0,11,18760.0,0.0005863539445628998,0.05863539445628998
Phoenix,AZ,85032.0,4,56360.0,7.097232079489e-05,0.007097232079489
Phoenix,AZ,85034.0,1,4190.0,0.00023866348448687351,0.02386634844868735
Phoenix,AZ,85037.0,2,47260.0,4.231908590774439e-05,0.004231908590774439
Phoenix,AZ,85044.0,2,35110.0,5.696382796923953e-05,0.005696382796923953
Phoenix,AZ,85048.0,2,32380.0,6.176652254478072e-05,0.006176652254478073
Phoenix,AZ,85050.0,1,30770.0,3.249918752031199e-05,0.003249918752031199
Phoenix,AZ,85085.0,1,27160.0,3.681885125184094e-05,0.003681885125184094
Casa Grande,AZ,85122.0,1,49780.0,2.008838891120932e-05,0.002008838891120932
San Tan Valley,AZ,85140.0,1,44110.0,2.2670596236681024e-05,0.0022670596236681025
Mesa,AZ,85202.0,4,32920.0,0.00012150668286755772,0.012150668286755772
Mesa,AZ,85204.0,1,53550.0,1.8674136321195144e-05,0.0018674136321195143
Mesa,AZ,85205.0,1,36180.0,2.763957987838585e-05,0.002763957987838585
Mesa,AZ,85206.0,7,29180.0,0.0002398903358464702,0.023989033584647018
Mesa,AZ,85207.0,1,44170.0,2.2639800769753225e-05,0.0022639800769753225
Mesa,AZ,85208.0,1,30380.0,3.291639236339697e-05,0.003291639236339697
Mesa,AZ,85213.0,1,31470.0,3.1776294884016526e-05,0.003177629488401653
Apache Junction,AZ,85220.0,1,20550.0,4.8661800486618005e-05,0.004866180048661801
Chandler,AZ,85224.0,7,40350.0,0.0001734820322180917,0.01734820322180917
Gilbert,AZ,85234.0,3,46750.0,6.41711229946524e-05,0.006417112299465241
Scottsdale,AZ,85251.0,4,30910.0,0.00012940795858945326,0.012940795858945326
Paradise Valley,AZ,85253.0,2,15070.0,0.00013271400132714,0.013271400132714
Scottsdale,AZ,85254.0,2,42280.0,4.730368968779565e-05,0.004730368968779565
Scottsdale,AZ,85255.0,11,40880.0,0.0002690802348336595,0.02690802348336595
Scottsdale,AZ,85258.0,9,21870.0,0.00041152263374485596,0.0411522633744856
Scottsdale,AZ,85259.0,17,20250.0,0.0008395061728395062,0.08395061728395062
Scottsdale,AZ,85260.0,10,33410.0,0.000299311583358276,0.029931158335827598
Chandler,AZ,85286.0,3,46010.0,6.520321669202347e-05,0.006520321669202347
Gilbert,AZ,85295.0,3,48220.0,6.221484861053504e-05,0.006221484861053505
Glendale,AZ,85308.0,4,58070.0,6.888238333046323e-05,0.006888238333046324
Avondale,AZ,85323.0,1,41820.0,2.3912003825920613e-05,0.0023912003825920613
Cave Creek,AZ,85331.0,1,28280.0,3.536067892503536e-05,0.003536067892503536
Sun City,AZ,85351.0,3,22170.0,0.00013531799729364006,0.013531799729364007
Yuma,AZ,85364.0,1,64330.0,1.5544846883258198e-05,0.0015544846883258198
Surprise,AZ,85374.0,7,35260.0,0.00019852524106636415,0.019852524106636415
Sun City West,AZ,85375.0,4,22620.0,0.00017683465959328028,0.01768346595932803
Peoria,AZ,85381.0,12,23810.0,0.000503989920201596,0.05039899202015959
Peoria,AZ,85382.0,2,38030.0,5.259006047856955e-05,0.005259006047856955
Goodyear,AZ,85395.0,3,31410.0,9.551098376313276e-05,0.009551098376313277
